Gene ID,source_id,Organism,Product Description,Protein Length,Molecular Weight,Superfamily Description,# TM Domains,Computed GO Functions
GL50803_0060942,GL50803_0060942_t1,Giardia Assemblage A isolate WB 2019,putative Reverse transcriptase/endonuclease,1117,118537,DNA/RNA polymerase superfamily,0,N/A
GL50803_0060949,GL50803_0060949_t1,Giardia Assemblage A isolate WB 2019,putative Reverse transcriptase/endonuclease,1117,118325,DNA/RNA polymerase superfamily,0,N/A
GL50803_0060955,GL50803_0060955_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1207,134578,N/A,0,N/A
GL50803_0060959,GL50803_0060959_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0060960,GL50803_0060960_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0060969,GL50803_0060969_t1,Giardia Assemblage A isolate WB 2019,Integral membrane protein,415,45775,N/A,10,transmembrane transporter activity
GL50803_0060974,GL50803_0060974_t1,Giardia Assemblage A isolate WB 2019,unspecified product,269,28812,N/A,0,N/A
GL50803_0061012,GL50803_0061012_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061026,GL50803_0061026_t1,Giardia Assemblage A isolate WB 2019,unspecified product,103,11800,N/A,0,N/A
GL50803_0061039,GL50803_0061039_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061043,GL50803_0061043_t1,Giardia Assemblage A isolate WB 2019,unspecified product,495,55769,N/A,0,N/A
GL50803_0061044,GL50803_0061044_t1,Giardia Assemblage A isolate WB 2019,Mucin-like protein,932,102286,N/A,0,N/A
GL50803_0061047,GL50803_0061047_t1,Giardia Assemblage A isolate WB 2019,Amino acid permease,673,73642,N/A,10,N/A
GL50803_0061054,GL50803_0061054_t1,Giardia Assemblage A isolate WB 2019,Isoamyl-acetate hydrolyzing esterase-like protein,244,26974,N/A,0,N/A
GL50803_0061066,GL50803_0061066_t1,Giardia Assemblage A isolate WB 2019,unspecified product,269,28639,N/A,0,N/A
GL50803_0061068,GL50803_0061068_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061105,GL50803_0061105_t1,Giardia Assemblage A isolate WB 2019,unspecified product,829,94040,PIN-like domain superfamily,0,N/A
GL50803_006120,GL50803_006120_t1,Giardia Assemblage A isolate WB 2019,unspecified product,373,41557,N/A,0,N/A
GL50803_0061210,GL50803_0061210_t1,Giardia Assemblage A isolate WB 2019,IQ calmodulin-binding motif-containing protein,110,12180,N/A,0,protein binding
GL50803_0061270,GL50803_0061270_t1,Giardia Assemblage A isolate WB 2019,putative SUN domain protein,846,92440,N/A,1,N/A
GL50803_0061271,GL50803_0061271_t1,Giardia Assemblage A isolate WB 2019,unspecified product,559,60811,N/A,0,N/A
GL50803_0061272,GL50803_0061272_t1,Giardia Assemblage A isolate WB 2019,unspecified product,137,15769,N/A,0,N/A
GL50803_0061276,GL50803_0061276_t1,Giardia Assemblage A isolate WB 2019,unspecified product,553,62131,N/A,1,N/A
GL50803_0061303,GL50803_0061303_t1,Giardia Assemblage A isolate WB 2019,unspecified product,83,9579,N/A,0,N/A
GL50803_0061304,GL50803_0061304_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1646,181380,Sec7 domain superfamily,0,guanyl-nucleotide exchange factor activity
GL50803_006132,GL50803_006132_t1,Giardia Assemblage A isolate WB 2019,Major facilitator family protein,545,60526,MFS transporter superfamily,10,transmembrane transporter activity
GL50803_006133,GL50803_006133_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein L29,124,14259,Ribosomal protein L29/L35 superfamily,0,structural constituent of ribosome
GL50803_006135,GL50803_006135_t1,Giardia Assemblage A isolate WB 2019,Ribosomal protein S17,137,15725,Ribosomal protein S17e-like superfamily,0,structural constituent of ribosome
GL50803_0061359,GL50803_0061359_t1,Giardia Assemblage A isolate WB 2019,"Beta-1,4-N-acetylglucosaminyltransferase",200,22378,N/A,3,N/A
GL50803_0061370,GL50803_0061370_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006138,GL50803_006138_t1,Giardia Assemblage A isolate WB 2019,Nucleoporin autopeptidase,162,18339,"Peptidase S59, nucleoporin superfamily",0,structural constituent of nuclear pore
GL50803_0061388,GL50803_0061388_t1,Giardia Assemblage A isolate WB 2019,Prefoldin subunit,122,13406,N/A,0,unfolded protein binding
GL50803_0061389,GL50803_0061389_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006139,GL50803_006139_t1,Giardia Assemblage A isolate WB 2019,unspecified product,566,60236,WD40-repeat-containing domain superfamily,0,protein binding
GL50803_006140,GL50803_006140_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",638,70348,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0061413,GL50803_0061413_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061419,GL50803_0061419_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,576,63276,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061420,GL50803_0061420_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,612,67178,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061421,GL50803_0061421_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061425,GL50803_0061425_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061427,GL50803_0061427_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061439,GL50803_0061439_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",985,107090,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity;protein tyrosine kinase activity
GL50803_0061443,GL50803_0061443_t1,Giardia Assemblage A isolate WB 2019,putative Reverse transcriptase/endonuclease,1109,118818,DNA/RNA polymerase superfamily,0,RNA-directed DNA polymerase activity
GL50803_0061446,GL50803_0061446_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061449,GL50803_0061449_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061452,GL50803_0061452_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061453,GL50803_0061453_t1,Giardia Assemblage A isolate WB 2019,unspecified product,503,54969,"Bactericidal permeability-increasing protein, alpha/beta domain superfamily",0,lipid binding
GL50803_0061458,GL50803_0061458_t1,Giardia Assemblage A isolate WB 2019,Solute carrier family 35,369,40756,N/A,9,transmembrane transporter activity
GL50803_0061460,GL50803_0061460_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006147,GL50803_006147_t1,Giardia Assemblage A isolate WB 2019,unspecified product,289,33546,N/A,0,N/A
GL50803_0061472,GL50803_0061472_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,252,27744,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061478,GL50803_0061478_t1,Giardia Assemblage A isolate WB 2019,Vps4 C terminal oligomerization domain-containing protein,84,9264,N/A,0,N/A
GL50803_006148,GL50803_006148_t1,Giardia Assemblage A isolate WB 2019,Alanyl dipeptidyl peptidase,761,87648,Alpha/Beta hydrolase fold,0,aminopeptidase activity;serine-type peptidase activity
GL50803_0061489,GL50803_0061489_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,252,27743,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061490,GL50803_0061490_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",805,87856,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity;protein tyrosine kinase activity
GL50803_006153,GL50803_006153_t1,Giardia Assemblage A isolate WB 2019,unspecified product,144,16341,N/A,0,N/A
GL50803_0061549,GL50803_0061549_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,656,70191,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061550,GL50803_0061550_t1,Giardia Assemblage A isolate WB 2019,Superoxide reductase (Desulfoferredoxin),111,12530,"Desulfoferrodoxin, ferrous iron-binding domain superfamily",0,iron ion binding;oxidoreductase activity
GL50803_0061554,GL50803_0061554_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1094,122485,Armadillo-type fold,0,N/A
GL50803_0061564,GL50803_0061564_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 3,1832,205266,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061565,GL50803_0061565_t1,Giardia Assemblage A isolate WB 2019,Axoneme-associated protein GASP-180,1627,179272,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061566,GL50803_0061566_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1626,178992,N/A,0,protein binding
GL50803_0061575,GL50803_0061575_t1,Giardia Assemblage A isolate WB 2019,putative Ribophorin I,507,56840,N/A,0,N/A
GL50803_0061578,GL50803_0061578_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",683,74338,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,ATP binding;protein binding;protein kinase activity
GL50803_0061589,GL50803_0061589_t1,Giardia Assemblage A isolate WB 2019,Spec3 membrane protein,153,18036,N/A,2,N/A
GL50803_0061590,GL50803_0061590_t1,Giardia Assemblage A isolate WB 2019,LSM domain-containing protein,108,11469,LSM domain superfamily,0,N/A
GL50803_0061593,GL50803_0061593_t1,Giardia Assemblage A isolate WB 2019,unspecified product,468,51427,N/A,0,N/A
GL50803_0061606,GL50803_0061606_t1,Giardia Assemblage A isolate WB 2019,unspecified product,392,43878,N/A,0,N/A
GL50803_0061626,GL50803_0061626_t1,Giardia Assemblage A isolate WB 2019,unspecified product,269,30685,N/A,0,N/A
GL50803_0061627,GL50803_0061627_t1,Giardia Assemblage A isolate WB 2019,unspecified product,193,22996,N/A,0,N/A
GL50803_0061631,GL50803_0061631_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061641,GL50803_0061641_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,268,29309,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0061643,GL50803_0061643_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061645,GL50803_0061645_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061646,GL50803_0061646_t1,Giardia Assemblage A isolate WB 2019,unspecified product,65,7388,N/A,2,N/A
GL50803_0061662,GL50803_0061662_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061675,GL50803_0061675_t1,Giardia Assemblage A isolate WB 2019,Papain family peptidase,276,30656,Papain-like cysteine peptidase superfamily,0,cysteine-type peptidase activity
GL50803_006170,GL50803_006170_t1,Giardia Assemblage A isolate WB 2019,Coatomer delta subunit,302,32891,Longin-like domain superfamily,0,N/A
GL50803_0061706,GL50803_0061706_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1135,125347,N/A,0,N/A
GL50803_0061708,GL50803_0061708_t1,Giardia Assemblage A isolate WB 2019,Las1-like protein,540,59311,N/A,0,endonuclease activity
GL50803_006171,GL50803_006171_t1,Giardia Assemblage A isolate WB 2019,unspecified product,151,17360,N/A,0,N/A
GL50803_0061724,GL50803_0061724_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,268,29399,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006174,GL50803_006174_t1,Giardia Assemblage A isolate WB 2019,unspecified product,310,35128,N/A,0,N/A
GL50803_006175,GL50803_006175_t1,Giardia Assemblage A isolate WB 2019,Nitroreductase family protein fused to ferredoxin domain Fd-NR1,278,30881,Nitroreductase-like,0,oxidoreductase activity
GL50803_0061758,GL50803_0061758_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006176,GL50803_006176_t1,Giardia Assemblage A isolate WB 2019,unspecified product,800,89311,N/A,0,N/A
GL50803_006177,GL50803_006177_t1,Giardia Assemblage A isolate WB 2019,Ribosome subunit biogenesis protein NIP7,180,20264,PUA-like superfamily,0,RNA binding
GL50803_006179,GL50803_006179_t1,Giardia Assemblage A isolate WB 2019,putative SnRNP Sm-like protein,78,8819,LSM domain superfamily,0,N/A
GL50803_0061795,GL50803_0061795_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061815,GL50803_0061815_t1,Giardia Assemblage A isolate WB 2019,putative Reverse transcriptase/endonuclease,1109,118818,DNA/RNA polymerase superfamily,0,RNA-directed DNA polymerase activity
GL50803_0061818,GL50803_0061818_t1,Giardia Assemblage A isolate WB 2019,putative Reverse transcriptase/endonuclease,1109,118818,DNA/RNA polymerase superfamily,0,RNA-directed DNA polymerase activity
GL50803_0061829,GL50803_0061829_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006184,GL50803_006184_t1,Giardia Assemblage A isolate WB 2019,Branched-chain amino acid aminotransferase,355,39065,"Aminotransferase-like, PLP-dependent enzymes",0,branched-chain-amino-acid transaminase activity;catalytic activity
GL50803_0061847,GL50803_0061847_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006185,GL50803_006185_t1,Giardia Assemblage A isolate WB 2019,AAA domain-containing protein,197,22989,P-loop containing nucleoside triphosphate hydrolase,0,N/A
GL50803_0061859,GL50803_0061859_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061860,GL50803_0061860_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061871,GL50803_0061871_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061931,GL50803_0061931_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061934,GL50803_0061934_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0061959,GL50803_0061959_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006199,GL50803_006199_t1,Giardia Assemblage A isolate WB 2019,"Kinase, STE STE11",1708,190720,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_0061998,GL50803_0061998_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_0062015,GL50803_0062015_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006211,GL50803_006211_t1,Giardia Assemblage A isolate WB 2019,U3 small nucleolar RNA-associated SSU processome protein 25,746,84989,N/A,0,U3 snoRNA binding
GL50803_006212,GL50803_006212_t1,Giardia Assemblage A isolate WB 2019,RNA recognition motif-containing protein,620,68138,RNA-binding domain superfamily,0,nucleic acid binding
GL50803_006226,GL50803_006226_t1,Giardia Assemblage A isolate WB 2019,Glycogen phosphorylase,924,104850,N/A,0,"1,4-alpha-oligoglucan phosphorylase activity;SHG alpha-glucan phosphorylase activity;glycogen phosphorylase activity;linear malto-oligosaccharide phosphorylase activity;pyridoxal phosphate binding"
GL50803_006227,GL50803_006227_t1,Giardia Assemblage A isolate WB 2019,unspecified product,270,29656,N/A,4,N/A
GL50803_006242,GL50803_006242_t1,Giardia Assemblage A isolate WB 2019,Translationally controlled tumor protein-like protein,151,17368,Mss4-like superfamily,0,N/A
GL50803_006245,GL50803_006245_t1,Giardia Assemblage A isolate WB 2019,unspecified product,734,79686,N/A,0,protein binding
GL50803_006248,GL50803_006248_t1,Giardia Assemblage A isolate WB 2019,Fip1 motif-containing protein,88,10510,N/A,0,N/A
GL50803_006254,GL50803_006254_t1,Giardia Assemblage A isolate WB 2019,unspecified product,156,18073,N/A,0,N/A
GL50803_006259,GL50803_006259_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,220,24249,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_0062597,GL50803_0062597_t1,Giardia Assemblage A isolate WB 2019,putative SnRNP Sm-like protein,85,9041,LSM domain superfamily,0,N/A
GL50803_006262,GL50803_006262_t1,Giardia Assemblage A isolate WB 2019,Kinesin-3,1073,121029,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding;microtubule motor activity;protein binding
GL50803_006283,GL50803_006283_t1,Giardia Assemblage A isolate WB 2019,Helicase,476,53928,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;nucleic acid binding
GL50803_006284,GL50803_006284_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 2,464,51440,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006288,GL50803_006288_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin-activating enzyme E1,537,59339,Ubiquitin-activating enzyme,0,NEDD8 activating enzyme activity;ubiquitin-like modifier activating enzyme activity
GL50803_006289,GL50803_006289_t1,Giardia Assemblage A isolate WB 2019,putative FixW protein,133,14958,Thioredoxin-like superfamily,0,N/A
GL50803_006291,GL50803_006291_t1,Giardia Assemblage A isolate WB 2019,unspecified product,529,59028,N/A,0,N/A
GL50803_006292,GL50803_006292_t1,Giardia Assemblage A isolate WB 2019,unspecified product,270,29797,N/A,0,N/A
GL50803_006294,GL50803_006294_t1,Giardia Assemblage A isolate WB 2019,unspecified product,563,62976,Armadillo-type fold,0,N/A
GL50803_006304,GL50803_006304_t1,Giardia Assemblage A isolate WB 2019,Fe-hydrogenase-1,474,52173,Iron hydrogenase,0,ferredoxin hydrogenase activity;iron ion binding;iron-sulfur cluster binding
GL50803_006306,GL50803_006306_t1,Giardia Assemblage A isolate WB 2019,unspecified product,708,78748,N/A,0,N/A
GL50803_006317,GL50803_006317_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin carboxyl-terminal hydrolase,1345,150389,DUSP-like superfamily;Papain-like cysteine peptidase superfamily,2,thiol-dependent deubiquitinase;zinc ion binding
GL50803_006330,GL50803_006330_t1,Giardia Assemblage A isolate WB 2019,unspecified product,271,29401,N/A,0,N/A
GL50803_006331,GL50803_006331_t1,Giardia Assemblage A isolate WB 2019,unspecified product,117,13194,N/A,0,N/A
GL50803_006332,GL50803_006332_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1073,119071,N/A,0,N/A
GL50803_006334,GL50803_006334_t1,Giardia Assemblage A isolate WB 2019,unspecified product,87,10143,N/A,0,N/A
GL50803_006335,GL50803_006335_t1,Giardia Assemblage A isolate WB 2019,Isopentenyl-diphosphate delta-isomerase 1,236,26376,NUDIX hydrolase-like domain superfamily,0,isopentenyl-diphosphate delta-isomerase activity
GL50803_006336,GL50803_006336_t1,Giardia Assemblage A isolate WB 2019,Epsilon-tubulin,478,52238,"Tubulin/FtsZ, GTPase domain superfamily;Tubulin/FtsZ, C-terminal",0,GTP binding;GTPase activity
GL50803_006340,GL50803_006340_t1,Giardia Assemblage A isolate WB 2019,Nucleolar protein 12,134,15566,N/A,0,N/A
GL50803_006341,GL50803_006341_t1,Giardia Assemblage A isolate WB 2019,unspecified product,139,15111,N/A,0,N/A
GL50803_006342,GL50803_006342_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1287,141720,Ankyrin repeat-containing domain superfamily;Protein kinase-like domain superfamily,0,protein binding
GL50803_006344,GL50803_006344_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,227,24961,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006345,GL50803_006345_t1,Giardia Assemblage A isolate WB 2019,unspecified product,457,49500,N/A,0,N/A
GL50803_006346,GL50803_006346_t1,Giardia Assemblage A isolate WB 2019,"Kinase, NEK",444,49625,Protein kinase-like domain superfamily,0,ATP binding;protein kinase activity
GL50803_006365,GL50803_006365_t1,Giardia Assemblage A isolate WB 2019,unspecified product,135,15749,N/A,0,N/A
GL50803_006366,GL50803_006366_t1,Giardia Assemblage A isolate WB 2019,unspecified product,202,22385,N/A,0,N/A
GL50803_006367,GL50803_006367_t1,Giardia Assemblage A isolate WB 2019,unspecified product,275,31470,N/A,0,N/A
GL50803_006369,GL50803_006369_t1,Giardia Assemblage A isolate WB 2019,pseudogene,N/A,N/A,N/A,N/A,N/A
GL50803_006372,GL50803_006372_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,533,56011,N/A,1,N/A
GL50803_006375,GL50803_006375_t1,Giardia Assemblage A isolate WB 2019,Rhodanese-like domain-containing protein,974,111232,Rhodanese-like domain superfamily,0,sulfurtransferase activity
GL50803_006377,GL50803_006377_t1,Giardia Assemblage A isolate WB 2019,unspecified product,822,92932,N/A,0,N/A
GL50803_006404,GL50803_006404_t1,Giardia Assemblage A isolate WB 2019,Kinesin-9,767,84115,P-loop containing nucleoside triphosphate hydrolase,0,ATP binding;ATP-dependent microtubule motor activity;microtubule binding
GL50803_006407,GL50803_006407_t1,Giardia Assemblage A isolate WB 2019,SET domain-containing protein,524,59113,N/A,0,protein binding
GL50803_006408,GL50803_006408_t1,Giardia Assemblage A isolate WB 2019,putative SnRNP Sm-like protein,115,12531,LSM domain superfamily,0,N/A
GL50803_006413,GL50803_006413_t1,Giardia Assemblage A isolate WB 2019,unspecified product,121,13715,N/A,3,N/A
GL50803_006417,GL50803_006417_t1,Giardia Assemblage A isolate WB 2019,unspecified product,2085,234182,N/A,0,N/A
GL50803_006422,GL50803_006422_t1,Giardia Assemblage A isolate WB 2019,unspecified product,864,97475,N/A,0,N/A
GL50803_006423,GL50803_006423_t1,Giardia Assemblage A isolate WB 2019,unspecified product,227,26267,N/A,4,N/A
GL50803_006427,GL50803_006427_t1,Giardia Assemblage A isolate WB 2019,Major facilitator family transporter,519,55722,MFS transporter superfamily,12,transmembrane transporter activity
GL50803_006430,GL50803_006430_t1,Giardia Assemblage A isolate WB 2019,14-3-3 protein,248,28576,14-3-3 domain superfamily,0,N/A
GL50803_006436,GL50803_006436_t1,Giardia Assemblage A isolate WB 2019,Guanine phosphoribosyltransferase,230,26328,Phosphoribosyltransferase-like,1,glycosyltransferase activity
GL50803_006439,GL50803_006439_t1,Giardia Assemblage A isolate WB 2019,EF-hand domain pair-containing protein,183,20947,EF-hand domain pair,0,calcium ion binding
GL50803_006441,GL50803_006441_t1,Giardia Assemblage A isolate WB 2019,Ser/Thr protein phosphatase PP1-1,562,63889,Metallo-dependent phosphatase-like,0,hydrolase activity
GL50803_006447,GL50803_006447_t1,Giardia Assemblage A isolate WB 2019,unspecified product,238,26971,N/A,0,N/A
GL50803_006448,GL50803_006448_t1,Giardia Assemblage A isolate WB 2019,unspecified product,234,26677,N/A,0,N/A
GL50803_006451,GL50803_006451_t1,Giardia Assemblage A isolate WB 2019,unspecified product,254,28103,N/A,0,N/A
GL50803_006452,GL50803_006452_t1,Giardia Assemblage A isolate WB 2019,unspecified product,572,63204,N/A,0,protein binding
GL50803_006455,GL50803_006455_t1,Giardia Assemblage A isolate WB 2019,unspecified product,444,49012,N/A,0,N/A
GL50803_006458,GL50803_006458_t1,Giardia Assemblage A isolate WB 2019,unspecified product,139,15693,N/A,0,N/A
GL50803_006464,GL50803_006464_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1261,141568,N/A,0,N/A
GL50803_006469,GL50803_006469_t1,Giardia Assemblage A isolate WB 2019,unspecified product,216,23909,N/A,1,N/A
GL50803_006471,GL50803_006471_t1,Giardia Assemblage A isolate WB 2019,unspecified product,254,28666,N/A,0,N/A
GL50803_006483,GL50803_006483_t1,Giardia Assemblage A isolate WB 2019,"Ribonuclease HI, large sub",243,26748,Ribonuclease H-like superfamily,0,RNA binding;RNA-DNA hybrid ribonuclease activity;nucleic acid binding
GL50803_006485,GL50803_006485_t1,Giardia Assemblage A isolate WB 2019,unspecified product,501,54778,N/A,0,N/A
GL50803_006490,GL50803_006490_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,1094,121685,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006492,GL50803_006492_t1,Giardia Assemblage A isolate WB 2019,Glycerophosphocholine phosphodiesterase,619,68554,"PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily",0,glycerophosphocholine phosphodiesterase activity;phosphoric diester hydrolase activity
GL50803_006497,GL50803_006497_t1,Giardia Assemblage A isolate WB 2019,Metal-dependent hydrolase,334,37308,Ribonuclease Z/Hydroxyacylglutathione hydrolase-like,0,N/A
GL50803_006508,GL50803_006508_t1,Giardia Assemblage A isolate WB 2019,unspecified product,158,17686,N/A,0,N/A
GL50803_006509,GL50803_006509_t1,Giardia Assemblage A isolate WB 2019,High cysteine membrane protein,874,92544,N/A,1,calcium ion binding
GL50803_006519,GL50803_006519_t1,Giardia Assemblage A isolate WB 2019,unspecified product,264,30339,N/A,0,N/A
GL50803_006524,GL50803_006524_t1,Giardia Assemblage A isolate WB 2019,Ubiquitin-conjugating enzyme E2-28.4 kDa,177,20320,Ubiquitin-conjugating enzyme/RWD-like,0,N/A
GL50803_006530,GL50803_006530_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,688,75945,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006531,GL50803_006531_t1,Giardia Assemblage A isolate WB 2019,Queuine tRNA-ribosyltransferase,379,42233,Queuine tRNA-ribosyltransferase-like,0,pentosyltransferase activity
GL50803_006535,GL50803_006535_t1,Giardia Assemblage A isolate WB 2019,unspecified product,104,12013,N/A,0,N/A
GL50803_006542,GL50803_006542_t1,Giardia Assemblage A isolate WB 2019,Ankyrin repeat protein 1,938,102684,Ankyrin repeat-containing domain superfamily,0,protein binding
GL50803_006544,GL50803_006544_t1,Giardia Assemblage A isolate WB 2019,unspecified product,373,42014,N/A,0,N/A
GL50803_006556,GL50803_006556_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1115,122920,N/A,0,N/A
GL50803_006558,GL50803_006558_t1,Giardia Assemblage A isolate WB 2019,unspecified product,316,35895,N/A,0,N/A
GL50803_006559,GL50803_006559_t1,Giardia Assemblage A isolate WB 2019,unspecified product,143,16189,Cyclin-like superfamily,0,N/A
GL50803_006563,GL50803_006563_t1,Giardia Assemblage A isolate WB 2019,Uracil phosphoribosyltransferase,211,23200,Phosphoribosyltransferase-like,0,GTP binding;uracil phosphoribosyltransferase activity
GL50803_006564,GL50803_006564_t1,Giardia Assemblage A isolate WB 2019,Proliferating cell nuclear antigen,299,33204,N/A,0,DNA binding;DNA polymerase processivity factor activity
GL50803_006579,GL50803_006579_t1,Giardia Assemblage A isolate WB 2019,unspecified product,664,72432,N/A,5,N/A
GL50803_006581,GL50803_006581_t1,Giardia Assemblage A isolate WB 2019,unspecified product,353,39718,N/A,0,N/A
GL50803_006582,GL50803_006582_t1,Giardia Assemblage A isolate WB 2019,unspecified product,1670,184270,N/A,0,N/A
GL50803_006583,GL50803_006583_t1,Giardia Assemblage A isolate WB 2019,unspecified product,93,10508,N/A,2,N/A
